DRUG_ID,DRUG_NAME,INDICATION_FDB
708,clopidogrel,Myocardial Reinfarction Prevention
2459,sorafenib,Liver cell carcinoma
2466,sparfloxacin,Haemophilus Influenzae Bronchitis
2495,sulconazole,Tinea corporis
2610,tetracaine,Itching of skin
2572,tazobactam,Peritonitis
2711,tramadol,Osteoarthritis
2722,tretinoin,Acne vulgaris
39,acarbose,Diabetes mellitus type 2
74,acetylsalicylic acid,Migraine
103,albendazole,Cerebral cysticercosis
192,amoxicillin,Pharyngitis
2028,oxybutynin,Increased Urinary Frequency
2114,phenacemide,Epilepsy
2082,benzylpenicillin,Granulomatosis Infantiseptica
2082,benzylpenicillin,Pulmonary actinomycosis
2044,paclitaxel,Ocular hypertension
734,cortisone acetate,Lichen simplex chronicus
734,cortisone acetate,Erythroblastic Anemia
741,cromoglicic acid,Asthma
769,cysteine,Poisoning by acetaminophen
802,demeclocycline,Rickettsialpox
2656,ticarcillin,Infectious disease of abdomen
2646,levothyroxine,Malignant tumor of thyroid gland
2684,tobramycin,Complicated Proteus UTI
2646,levothyroxine,Hyperlipidemia
2763,triprolidine,Urticaria
2727,triamcinolone diacetate,Severe adrenal insufficiency
2755,trimethoprim,Escherichia coli urinary tract infection
2759,trioxsalen,Skin Pigmentation Enhancement
2726,triamcinolone acetonide,Acute lymphoid leukemia
2835,nicotinic acid,Mixed hyperlipidemia
2815,verapamil,Prevention of Paroxysmal Supraventricular Tachycardia
198,ampicillin,Staphylococcal pneumonia
197,amphotericin B,Syphilis
279,aztreonam,Citrobacter Peritonitis
2168,pimecrolimus,Atopic dermatitis
2187,piperacillin,Bacteroides Peritonitis
2187,piperacillin,Infection of skin AND/OR subcutaneous tissue
2187,piperacillin,Skin and Skin Structure Enterococcus Infection
2253,prednisone,Transplanted organ rejection
2245,prednisolone,Congenital hypoplastic anemia
2245,prednisolone,Bursitis
2245,prednisolone,Epicondylitis
778,dalfopristin,Complicated Skin and Skin Structure Staphylococcus Aureus Infection
824,dexamethasone,Cerebral edema
824,dexamethasone,Granuloma annulare
838,dexpanthenol,Paralytic Ileus Prevention
865,diclofenac,Sprains and Strains
2816,verteporfin,Exudative age related macular degeneration
2819,vigabatrin,Epilepsy characterized by intractable complex partial seizures
3188,estrone,Contraception
333,benzatropine,Postencephalitic parkinsonism
348,betamethasone,Allergic rhinitis
349,betamethasone acetate,Transfusion Reaction Urticaria
348,betamethasone,Tinea pedis
2245,prednisolone,Meibomianitis
2293,propantheline,Peptic ulcer
2268,probenecid,Adjunct Treatment to Inhibit Renal Drug Excretion
961,doxycycline,Chancroid
961,doxycycline,Disseminated Gonococcal Infection
2838,ergocalciferol,Prevention of dental caries
4124,vorinostat,Primary cutaneous T cell lymphoma
3620,tramazoline,Seasonal allergic rhinitis
489,carbamazepine,Glossopharyngeal neuralgia
534,cefditoren pivoxil,Bacterial pneumonia
550,cefoxitin,Pneumonia due to Escherichia coli
555,cefpodoxime proxetil,Moraxella Catarrhalis Acute Otitis Media
547,cefotetan,Streptococcal Peritonitis
547,cefotetan,Peptostreptococcus infection
2407,rotigotine,Parkinson's disease
2346,quinidine,Life Threatening Ventricular Tachycardia
2342,quinestrol,Female hypogonadism syndrome
2552,tacrolimus,Atopic dermatitis
1048,erythromycin,Nongonococcal urethritis
1055,esomeprazole,Erosive esophagitis
1109,etomidate,General anesthesia
1977,nystatin,Mucocutaneous candidiasis
1967,norfloxacin,Prevention of Infection in Transrectal Prostate Biopsy
1948,nitric oxide,Persistent pulmonary hypertension of the newborn
1932,nilotinib,Chronic Myelocytic Leukemia Accelerated Phase
2031,oxymesterone,Primary Hypogonadism due to Orchitis
2034,oxymorphone,General anesthesia
2028,oxybutynin,Urgent desire to urinate
2028,oxybutynin,Urge incontinence of urine
2006,oxacillin,Staphylococcal endocarditis
564,ceftriaxone,Haemophilus influenzae pneumonia
562,ceftibuten,Infective otitis media
563,ceftizoxime,Bacteroides Peritonitis
563,ceftizoxime,Osteomyelitis due to Staphylococcus aureus
576,cefradine,Staphylococcus Acute Otitis Media
571,cefalexin,Klebsiella cystitis
565,cefuroxime,Gonorrhea
586,chloral hydrate,Insomnia
659,ciprofloxacin,EnterobacterJoint Infection
2477,stanozolol,Hereditary angioneurotic edema
2481,streptomycin,Haemophilus Endocarditis
2492,sulbactam,E. Coli Peritonitis
2495,sulconazole,Pityriasis versicolor
2581,telithromycin,Pneumonia due to Mycoplasma pneumoniae
2725,triamcinolone,Chronic Non Allergic Rhinitis
1118,everolimus,Renal cell carcinoma
1261,fusidic acid,Synergy for Escherichia Coli Meningitis
1261,fusidic acid,Trachoma
1261,fusidic acid,Enterobacter Osteomyelitis
1261,fusidic acid,Staphylococcal infectious disease
2129,phenindamine,Dermatographic urticaria
2129,phenindamine,Vasomotor rhinitis
2082,benzylpenicillin,Upper respiratory infection
2083,phenoxymethylpenicillin,Upper Respiratory Pneumococcal Infection
2068,paroxetine,Obsessive compulsive disorder
2146,phenylephrine,Prevention of Posterior Synechiae
678,clindamycin,Aspiration pneumonia
663,citalopram,Generalized anxiety disorder
666,citric acid,Struvite Renal Calculi
4606,clocortolone pivalate,Lichen simplex chronicus
4606,clocortolone pivalate,Contact dermatitis
725,codeine,Pain
734,cortisone acetate,Atopic dermatitis
734,cortisone acetate,Hodgkin's disease
2684,tobramycin,Citrobacter Complicated UTI
2621,thiabendazole,Enterobiasis
2646,levothyroxine,Congenital hypothyroidism
2661,tigecycline,Complicated Skin and Skin Structure Infection
2639,thiothixene,Schizophrenia
2676,tiopronin,Cystinuria
2680,tirofiban,Non Q wave myocardial infarction
2695,tolazoline,Persistent pulmonary hypertension of the newborn
2763,triprolidine,Itching of skin
2749,alimemazine,Allergic conjunctivitis
2727,triamcinolone diacetate,Keloid scar
2726,triamcinolone acetonide,Adrenogenital disorder
2726,triamcinolone acetonide,Disorder of eye
1199,flumethiazide,Hypertensive disorder
1336,guaifenesin,Influenza like symptoms
1355,haloprogin,Tinea corporis
2149,phenylpropanolamine,Cough
2187,piperacillin,Prevention of Perioperative Infection
2187,piperacillin,Infection due to Enterobacteriaceae
2187,piperacillin,Pseudomonas Aeruginosa Urinary Tract Infection
2245,prednisolone,Acquired thrombocytopenia
2291,propafenone,Atrial fibrillation
802,demeclocycline,Brucellosis
802,demeclocycline,Ornithosis
814,desloratadine,Common cold
783,daptomycin,Complicated Skin and Skin Structure Streptococcus Pyogenes Infection
824,dexamethasone,Plaque psoriasis
830,dexbrompheniramine,Influenza like symptoms
2819,vigabatrin,West syndrome
2803,valproic acid,Migraine Prevention
1395,hydroxychloroquine,Ovale malaria
1388,hydrocortisone,Acute lymphoid leukemia
1511,isradipine,Hypertensive disorder
1475,ipratropium,Chronic obstructive lung disease
1497,isoniazid,Pulmonary tuberculosis
2255,pregabalin,Diabetic peripheral neuropathy
2276,procyclidine,Parkinsonism
2331,mepyramine,Seasonal allergic rhinitis
2332,pyrimethamine,Encephalitis due to Toxoplasmosis
866,dicloxacillin,Continuation Therapy for Chronic Osteomyelitis
961,doxycycline,Nongonococcal urethritis
962,doxylamine,Nasal congestion
947,dopamine,Low cardiac output syndrome
934,levomenthol,Suppression of the Gag Reflex
2846,voriconazole,Fungal Infection due to Fusarium Solani
4103,chondroitin sulfate,Surgical procedure on eye proper
1579,lidocaine,Local anesthetic intrathecal block
1563,levetiracetam,Partial Epilepsy Treatment Adjunct
1533,lactic acid,Itching of skin
1708,mercaptopurine,Acute lymphoid leukemia
2416,salicylic acid,Verruca plantaris
2481,streptomycin,Enterococcus Urinary Tract Infection
1051,erythromycin ethyl succinate,Bacterial pneumonia
1046,ertapenem,Septic Abortion due to Porphyromonas
1051,erythromycin ethyl succinate,Infection of skin AND/OR subcutaneous tissue
1082,ethinylestradiol,Contraception
3424,pentazocine,Labor pain
3487,pramocaine,Pruritus ani
3524,resorcinol,Acneiform eruption
4213,hydrocortisone acetate,Bursitis
1662,medrysone,Herpes zoster keratitis
1585,liothyronine,Myxedema
2611,tetracycline,Bacterial keratitis
2610,tetracaine,Minor Skin Wound Pain
2725,triamcinolone,Psoriasis with arthropathy
2684,tobramycin,Rhinoscleroma
2727,triamcinolone diacetate,Asthma
1261,fusidic acid,Rocky Mountain spotted fever
1217,fludroxycortide,Granuloma annulare
1261,fusidic acid,Gonorrhea of rectum
1261,fusidic acid,Complicated Bacterial Peritonitis
4197,vitamin A palmitate,Prevention of dental caries
4171,eribulin,Metastatic Breast Carcinoma
4265,gentamicin,Synergy for Pseudomonas Aeruginosa Joint Infection
4456,hydrocortisone succinate,Disorder of eye
4456,hydrocortisone succinate,Adrenal cortical hypofunction
1742,methdilazine,Nasal discharge
1813,minocycline,Syphilis
1790,metronidazole,Bacteroides Osteomyelitis
1790,metronidazole,Post Operative Vaginal Cuff Peptostreptococcus Infection
1802,midazolam,Sedation in Intubated Patients
2743,trifluridine,Herpes simplex keratitis
2777,trovafloxacin,Complicated Skin and Skin Structure Proteus Infection
2777,trovafloxacin,Enterococcus Septic Abortion
1204,fluocinolone acetonide,Lichen simplex chronicus
1204,fluocinolone acetonide,Granuloma annulare
1210,fluoxymesterone,Male hypogonadism
1277,ganciclovir,Prevention of CMV Disease in Advanced HIV Patients
1350,halofantrine,Vivax malaria
1385,hydrochlorothiazide,Edema
1385,hydrochlorothiazide,Hypertension with Left Ventricular Hypertrophy
4459,procaine benzylpenicillin,Neurosyphilis
4373,sodium benzoate,Hyperammonemia
4322,azilsartan medoxomil,Hypertensive disorder
4281,magnesium citrate,Incomplete passage of stool
4513,magnesium silicate,Peptic ulcer
1981,ofloxacin,Streptococcus Pneumoniae Bronchitis
1967,norfloxacin,Chlamydial pelvic inflammatory disease
1977,nystatin,Gastrointestinal candidiasis
1981,ofloxacin,Acute gonococcal urethritis
1967,norfloxacin,Anthrax
2977,caspofungin,Refractory Aspergillosis
2838,ergocalciferol,Hypogonadal Osteoporosis in Males
1388,hydrocortisone,Tinea pedis
1527,ketoconazole,Histoplasmosis
1445,inositol nicotinate,Niacin deficiency
4514,teriparatide,Hypogonadal Osteoporosis in Males
85,aciclovir,Recurrent genital herpes simplex
102,alatrofloxacin,Pneumonia due to Streptococcus
102,alatrofloxacin,Acute Moraxella catarrhalis bronchitis
144,amantadine,Postencephalitic parkinsonism
4261,ferrous fumarate,Megaloblastic anemia due to folate deficiency
4247,neomycin,Keratitis
4411,dexchlorpheniramine,Allergic rhinitis
4344,zinc chloride,Zinc deficiency
4459,procaine benzylpenicillin,Bejel
4348,calcium gluconate,Hypocalcemic tetany
1883,naproxen,Headache disorder
1883,naproxen,Migraine
1906,nicotinamide,Niacin deficiency
1981,ofloxacin,Enteric campylobacteriosis
1981,ofloxacin,Infection due to Staphylococcus aureus
1967,norfloxacin,Infectious disorder of joint
1967,norfloxacin,Complicated Skin and Skin Structure Streptococcus Agalactiae Infection
2811,vecuronium,"Muscle relaxation, function"
2777,trovafloxacin,Complicated Skin and Skin Structure E. Coli Infection
2803,valproic acid,Epilepsy characterized by intractable complex partial seizures
1191,fludrocortisone acetate,Adrenogenital disorder
1277,ganciclovir,Prevention of CMV Disease After Kidney Transplantation
1283,gemcitabine,Malignant tumor of ovary
4287,calcium acetate,Hyperkalemia
4510,magnesium salicylate,Synovitis
4548,flumetasone,Scalp psoriasis
1967,norfloxacin,Enterococcus Complicated UTI
1960,norepinephrine,Bronchiectasis
2031,oxymesterone,Male hypogonadism
2006,oxacillin,Staphylococcal Prosthetic Heart Valve Endocarditis
1983,oleandomycin,Upper Respiratory Streptococcal Infection
2840,colecalciferol,Osteomalacia
2840,colecalciferol,Vitamin D Dependent Rickets
3617,tolnaftate,Tinea corporis
4021,porfimer,Endoscopic Photodynamic Ablation Adjunct for Cancer or High Grade Dysplasia
4118,pazopanib,Renal cell carcinoma
3369,naphazoline,Red eye
1527,ketoconazole,Pityriasis versicolor
1426,imipenem,Lower respiratory tract infection
26,fluorouracil,Actinic keratosis
52,paracetamol,Pain Treatment Adjunct
102,alatrofloxacin,Pneumonia due to Mycoplasma pneumoniae
157,amikacin,Pneumonia due to Escherichia coli
2132,pheniramine,Sore throat symptom
2082,benzylpenicillin,Pneumococcal meningitis
2082,benzylpenicillin,Anthrax septicemia
4213,hydrocortisone acetate,Eruption of skin
4213,hydrocortisone acetate,Berylliosis
4240,zinc oxide,Pruritus ani
4191,fesoterodine,Bladder muscle dysfunction overactive
1547,lansoprazole,Zollinger Ellison syndrome
1688,pecazine,Dermatographic urticaria
1606,lorazepam,Induce Anterograde Amnesia
192,amoxicillin,Rhinoscleroma
197,amphotericin B,Candidal septicemia
197,amphotericin B,Septicemia due to fungus
197,amphotericin B,Candidiasis of skin
258,atovaquone,Plasmodium Falciparum Malaria Prevention
239,argatroban,Percutaneous coronary intervention
249,astemizole,Allergic rhinitis
224,antazoline,Nasal discharge
268,azatadine,Urticaria
279,aztreonam,Pneumonia due to Escherichia coli
279,aztreonam,Infection due to Escherichia coli
279,aztreonam,Aerobic Gram Negative Bacteremia
2152,phenytoin,Epilepsy
2152,phenytoin,Bipolar disorder in remission
2187,piperacillin,Sepsis due to Pseudomonas
2303,propranolol,Myocardial Reinfarction Prevention
2303,propranolol,Life Threatening Ventricular Tachycardia
2284,promazine,Sneezing
2282,proguanil,Plasmodium Falciparum Malaria Prevention
1584,linezolid,Pneumonia due to Streptococcus
1768,methylprednisolone,Tendinitis
1765,naltrexone,Chronic pain
1751,methotrexate,Acute lymphoid leukemia
1751,methotrexate,Malignant tumor of lung
1732,methamphetamine,Attention deficit hyperactivity disorder
1790,metronidazole,Abscess of liver
1813,minocycline,Infective otitis media
1813,minocycline,Brucellosis
1800,miconazole,Pityriasis versicolor
277,azlocillin,Infection of bone
329,benzphetamine,Obesity
349,betamethasone acetate,Aspiration pneumonitis
2389,risperidone,Mixed bipolar I disorder
2356,ramipril,Left ventricular cardiac dysfunction
4512,lithium citrate,"Bipolar affective disorder, current episode manic"
4517,magnesium aspartate,Constipation
4517,magnesium aspartate,Hypomagnesemia
1782,metoclopramide,Gastroesophageal reflux disease
1878,naloxone,Opioid dependence
1883,naproxen,Osteoarthritis
1981,ofloxacin,Moraxella Catarrhalis Chronic Bronchitis
1981,ofloxacin,Acute gonococcal cervicitis
1981,ofloxacin,Chronic Staphylococcus epidermidis Prostatitis
1967,norfloxacin,Bacterial urinary infection
1967,norfloxacin,Streptococcal Endomyometritis
1977,nystatin,Candidiasis of mouth
463,caffeine,Influenza like symptoms
444,butenafine,Pityriasis versicolor
466,calcitriol,Hypocalcemia
520,carteolol,Open angle glaucoma
537,cefixime,Moraxella Catarrhalis Acute Otitis Media
546,cefotaxime,Staphylococcus Epidermidis Urinary Tract Infection
533,cefdinir,Haemophilus Influenzae Bronchitis
556,cefprozil,Streptococcal tonsillitis
564,ceftriaxone,Bacterial infection due to Klebsiella pneumoniae
2440,sibutramine,Obesity
2416,salicylic acid,Acne vulgaris
2424,scopolamine,Cycloplegia
2424,scopolamine,Prevention of Posterior Synechiae
2552,tacrolimus,Intractable Eczema
2475,spironolactone,Ascites
2611,tetracycline,Ornithosis
2607,testosterone,Bilateral Anorchia
2571,tazarotene,Psoriasis
78,acitretin,Severe Recalcitrant Psoriasis
138,alprostadil,Aorta Dextratransposition with Intact Ventricular Septum
156,amifostine,Prevention of Cancer Chemotherapy Induced Renal Impairment
112,alendronic acid,Hypogonadal Osteoporosis in Males
180,amitriptyline,Depressive disorder
192,amoxicillin,Moraxella Catarrhalis Pneumonia
197,amphotericin B,Cryptococcosis
2031,oxymesterone,Delayed puberty
2032,oxymetazoline,Nasal congestion
1982,olanzapine,Agitation associated with Bipolar Mania
2017,oxcarbazepine,Epilepsy characterized by intractable complex partial seizures
564,ceftriaxone,Peptostreptococcus Peritonitis
564,ceftriaxone,Staphylococcal pneumonia
576,cefradine,Pneumonia due to Streptococcus
576,cefradine,Infection due to Staphylococcus aureus
571,cefalexin,Infection of skin AND/OR subcutaneous tissue
565,cefuroxime,Prevention of Perioperative Infection
594,chlordiazepoxide,Alcohol withdrawal delirium
585,clofedanol,Allergic rhinitis
581,cetirizine,Allergic rhinitis
585,clofedanol,Vasomotor rhinitis
607,chloroquine,Plasmodium Falciparum Malaria Prevention
2706,topiramate,Migraine Prevention
2722,tretinoin,Hyperkeratosis
2656,ticarcillin,Bacterial pneumonia
2656,ticarcillin,Osteomyelitis due to Staphylococcus aureus
